what,kind,bundleId,bundleVersion,description,time
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1327952913919
closed,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327952914085
closed,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1327952914090
closed,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.VariableView",1327952914096
closed,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.BreakpointView",1327952914099
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.closePerspective",1327952914104
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327952916103
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327952918010
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327952928461
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327952931416
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327952931932
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327952931979
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327952934849
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327952940380
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1327952940710
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327952942913
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327953013091
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1327953013107
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1327953013107
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327953039372
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1327953045808
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327953045834
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327953050702
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327953075097
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327953076700
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327953077144
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327953079598
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327953084693
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1327953099750
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327953104229
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327953116310
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327953116347
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327953129702
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327953137721
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327953140667
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327953140932
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327953158537
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327953159409
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1327953169593
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327953173044
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327953190017
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327953197424
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327953199693
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327953204948
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327953205233
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327953212878
activated,editor,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1327953218708
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327953221123
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327953222543
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327953224288
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327953230811
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327953232792
closed,editor,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1327953232792
activated,editor,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1327953233858
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327953235156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327953236407
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327953237749
closed,editor,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1327953237749
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327953243069
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327953250529
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1327953271916
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327953280075
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools",1327953287442
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327953322031
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327953334492
